Time (UTC),S-band Doppler (kHz),X-band Doppler (kHz)
2025-11-12 07:29:42,-50.02,190.98
2025-11-12 07:30:33,-49.30,188.25
2025-11-12 07:31:23,-47.66,181.99
2025-11-12 07:32:14,-43.58,166.40
2025-11-12 07:33:04,-31.69,121.02
2025-11-12 07:33:55,-0.34,1.31
2025-11-12 07:34:46,31.36,-119.72
2025-11-12 07:35:36,43.49,-166.04
2025-11-12 07:36:27,47.65,-181.95
2025-11-12 07:37:17,49.33,-188.34
2025-11-12 07:38:08,50.06,-191.15
