Time (UTC),S-band Doppler (kHz),X-band Doppler (kHz)
2025-12-04 13:06:47,-32.87,125.51
2025-12-04 13:07:20,-28.50,108.82
2025-12-04 13:07:54,-22.96,87.66
2025-12-04 13:08:28,-16.19,61.80
2025-12-04 13:09:01,-8.33,31.81
2025-12-04 13:09:35,0.17,-0.66
2025-12-04 13:10:08,8.67,-33.09
2025-12-04 13:10:42,16.50,-63.00
2025-12-04 13:11:16,23.25,-88.76
2025-12-04 13:11:49,28.77,-109.84
2025-12-04 13:12:23,33.13,-126.51
