Time (UTC),S-band Doppler (kHz),X-band Doppler (kHz)
2025-11-28 01:12:42,-49.77,190.04
2025-11-28 01:13:33,-48.96,186.93
2025-11-28 01:14:23,-47.14,179.99
2025-11-28 01:15:13,-42.75,163.25
2025-11-28 01:16:04,-30.60,116.85
2025-11-28 01:16:54,-0.74,2.84
2025-11-28 01:17:44,29.77,-113.67
2025-11-28 01:18:35,42.49,-162.24
2025-11-28 01:19:25,47.07,-179.73
2025-11-28 01:20:15,48.97,-186.98
2025-11-28 01:21:06,49.83,-190.25
