Time (UTC),S-band Doppler (kHz),X-band Doppler (kHz)
2026-02-13 10:40:12,-48.87,186.59
2026-02-13 10:41:01,-47.61,181.78
2026-02-13 10:41:51,-45.03,171.94
2026-02-13 10:42:40,-39.37,150.34
2026-02-13 10:43:30,-26.05,99.45
2026-02-13 10:44:19,-0.01,0.05
2026-02-13 10:45:09,26.06,-99.50
2026-02-13 10:45:58,39.34,-150.22
2026-02-13 10:46:47,45.00,-171.81
2026-02-13 10:47:37,47.56,-181.58
2026-02-13 10:48:26,48.81,-186.35
