Time (UTC),S-band Doppler (kHz),X-band Doppler (kHz)
2026-07-01 02:58:44,-43.45,165.90
2026-07-01 02:59:28,-40.33,153.98
2026-07-01 03:00:12,-35.30,134.78
2026-07-01 03:00:56,-27.26,104.08
2026-07-01 03:01:40,-15.14,57.82
2026-07-01 03:02:24,0.33,-1.27
2026-07-01 03:03:08,15.73,-60.06
2026-07-01 03:03:52,27.69,-105.72
2026-07-01 03:04:36,35.60,-135.93
2026-07-01 03:05:20,40.55,-154.82
2026-07-01 03:06:04,43.64,-166.61
