Time (UTC),S-band Doppler (kHz),X-band Doppler (kHz)
2026-02-13 17:15:35,-29.74,113.56
2026-02-13 17:16:06,-25.46,97.22
2026-02-13 17:16:37,-20.27,77.39
2026-02-13 17:17:08,-14.17,54.12
2026-02-13 17:17:39,-7.33,27.99
2026-02-13 17:18:10,-0.05,0.18
2026-02-13 17:18:41,7.24,-27.65
2026-02-13 17:19:12,14.11,-53.87
2026-02-13 17:19:43,20.23,-77.25
2026-02-13 17:20:14,25.46,-97.21
2026-02-13 17:20:45,29.78,-113.72
