Time (UTC),S-band Doppler (kHz),X-band Doppler (kHz)
2026-05-18 05:16:26,-48.07,183.54
2026-05-18 05:17:15,-46.54,177.71
2026-05-18 05:18:04,-43.54,166.25
2026-05-18 05:18:53,-37.28,142.35
2026-05-18 05:19:42,-23.88,91.18
2026-05-18 05:20:30,-0.14,0.55
2026-05-18 05:21:19,23.69,-90.45
2026-05-18 05:22:08,37.21,-142.08
2026-05-18 05:22:57,43.54,-166.25
2026-05-18 05:23:46,46.58,-177.86
2026-05-18 05:24:35,48.14,-183.80
