Time (UTC),S-band Doppler (kHz),X-band Doppler (kHz)
2026-03-04 02:17:11,-47.10,179.85
2026-03-04 02:17:59,-45.12,172.29
2026-03-04 02:18:47,-41.45,158.27
2026-03-04 02:19:35,-34.38,131.29
2026-03-04 02:20:23,-20.94,79.95
2026-03-04 02:21:11,0.06,-0.23
2026-03-04 02:21:59,21.01,-80.20
2026-03-04 02:22:47,34.44,-131.51
2026-03-04 02:23:35,41.51,-158.50
2026-03-04 02:24:23,45.19,-172.56
2026-03-04 02:25:11,47.19,-180.18
